Run_ID,Accuracy,Duration,LR,Flex,Lat_Str,Thresh,Kerr,Sys_E
342,83.30%,95.1s,0.00759,0.2121,0.0359,0.36,0.10,18.7
343,84.11%,92.3s,0.01415,0.2198,0.1906,0.34,0.21,20.6
344,85.13%,85.1s,0.01635,0.0569,0.1448,0.49,5.63,16.6
345,82.13%,95.9s,0.01216,0.2356,0.0748,0.26,4.22,25.9
346,71.18%,98.8s,0.05188,0.0917,0.0581,0.21,1.56,46.8
347,82.95%,95.5s,0.04786,0.1260,0.4067,0.31,7.72,19.2
348,82.16%,93.9s,0.00119,0.2429,0.4016,0.39,1.71,18.8
349,78.41%,95.8s,0.00296,0.0910,0.1907,0.32,2.11,48.4
350,81.05%,90.7s,0.00968,0.2349,0.1401,0.48,9.09,47.5
351,79.94%,92.6s,0.00130,0.2630,0.3835,0.41,0.96,27.4
352,81.11%,94.4s,0.04930,0.0998,0.0470,0.29,5.39,48.3
353,84.69%,90.1s,0.01440,0.2186,0.1394,0.43,1.22,18.3
354,73.98%,98.6s,0.07580,0.1465,0.3738,0.26,0.88,40.2
355,82.21%,88.3s,0.00951,0.1136,0.4926,0.47,7.54,30.5
356,73.10%,87.3s,0.00194,0.1140,0.0435,0.49,0.52,28.6
357,85.15%,90.4s,0.02797,0.1425,0.0756,0.42,0.11,41.9
358,66.94%,110.9s,0.00116,0.2545,0.4899,0.47,0.18,33.5
359,82.69%,137.7s,0.00848,0.1538,0.4497,0.28,1.18,26.3
360,83.12%,138.7s,0.00585,0.2973,0.1041,0.27,0.56,27.7
361,76.81%,132.5s,0.00110,0.1640,0.0017,0.41,0.67,29.7
362,83.52%,131.8s,0.00403,0.2281,0.1375,0.37,1.42,23.9
363,81.74%,135.5s,0.06474,0.2749,0.4817,0.32,0.44,44.3
364,83.76%,133.4s,0.05693,0.2143,0.1230,0.33,4.49,22.5
365,82.51%,132.1s,0.00105,0.1354,0.3976,0.38,2.55,14.1
366,80.02%,137.8s,0.06691,0.2835,0.3884,0.30,0.35,8.5
367,73.30%,139.4s,0.00149,0.1394,0.1315,0.31,0.14,47.3
368,79.33%,141.2s,0.00218,0.2954,0.2753,0.25,2.06,37.8
369,85.98%,125.6s,0.05401,0.0929,0.0937,0.38,1.69,29.8
370,83.49%,134.7s,0.00687,0.1114,0.3083,0.30,0.31,23.6
371,86.65%,126.5s,0.04825,0.1431,0.1393,0.40,0.20,42.7
372,73.86%,139.6s,0.09243,0.1419,0.1869,0.27,4.65,32.5
373,85.61%,124.6s,0.01554,0.1975,0.0420,0.43,0.24,19.0
374,78.58%,126.0s,0.00564,0.1785,0.3765,0.47,0.56,39.1
375,84.94%,121.2s,0.03334,0.1485,0.0800,0.33,0.50,31.8
376,83.63%,95.6s,0.00100,0.2082,0.2133,0.35,0.56,8.8
377,84.06%,96.0s,0.01341,0.2216,0.3539,0.32,9.09,33.0
378,87.75%,87.9s,0.05181,0.2211,0.2370,0.47,2.98,12.0
379,83.88%,91.3s,0.01026,0.0585,0.2199,0.34,0.65,41.5
380,80.43%,97.8s,0.02808,0.1414,0.2056,0.25,0.58,32.1
381,85.36%,93.8s,0.03667,0.2735,0.4620,0.35,0.60,9.0
382,83.42%,91.3s,0.01145,0.1237,0.2816,0.35,0.96,42.0
383,84.43%,89.5s,0.00368,0.1544,0.3946,0.45,0.54,5.2
384,86.36%,88.3s,0.02104,0.1782,0.3237,0.40,4.96,47.1
385,87.45%,85.7s,0.05102,0.0789,0.0279,0.46,5.58,44.2
386,82.25%,93.3s,0.08082,0.1046,0.2452,0.34,0.38,29.0
387,86.83%,88.2s,0.03275,0.2727,0.4860,0.48,0.22,29.1
388,79.01%,92.8s,0.00388,0.0809,0.2926,0.23,0.14,43.2
389,85.32%,96.9s,0.06359,0.2663,0.1112,0.38,2.71,25.5
390,82.27%,87.6s,0.00132,0.2323,0.4385,0.48,0.37,8.6
391,87.11%,119.6s,0.06650,0.0536,0.4535,0.43,8.82,11.8
392,82.86%,120.2s,0.00577,0.0528,0.0206,0.44,1.00,18.3
393,81.13%,131.1s,0.00146,0.1351,0.1336,0.39,0.52,21.7
394,85.65%,123.7s,0.01300,0.2618,0.3714,0.38,5.03,33.4
395,83.79%,103.8s,0.00808,0.1003,0.3804,0.43,0.81,21.1
396,76.45%,96.8s,0.02664,0.2248,0.4633,0.21,2.47,34.7
397,78.25%,98.4s,0.03815,0.2513,0.4772,0.25,4.03,49.9
398,80.38%,95.6s,0.01043,0.2872,0.1778,0.22,3.03,25.2
399,82.64%,93.9s,0.00207,0.1357,0.0303,0.36,1.90,29.2
400,75.96%,94.6s,0.00192,0.2690,0.3790,0.36,0.21,48.2
401,81.35%,95.9s,0.00799,0.0741,0.2431,0.22,0.24,10.4
402,66.72%,143.9s,0.06258,0.1729,0.1341,0.20,0.11,10.7
403,81.17%,140.4s,0.00752,0.2980,0.3547,0.24,0.65,40.1
404,81.35%,130.0s,0.00398,0.0783,0.0231,0.35,0.62,32.4
405,80.13%,104.6s,0.00427,0.1089,0.2771,0.25,0.24,48.7
406,84.11%,95.6s,0.03057,0.2576,0.1913,0.32,0.24,28.1
407,83.15%,92.3s,0.00558,0.1902,0.2015,0.39,0.18,10.1
408,86.44%,86.8s,0.07404,0.0578,0.2036,0.42,0.66,45.3
409,76.86%,106.2s,0.00113,0.2867,0.0283,0.24,0.12,25.6
410,85.05%,94.9s,0.01721,0.1735,0.0899,0.35,0.30,28.5
411,83.87%,99.8s,0.01156,0.2840,0.1966,0.37,2.08,49.3
412,72.80%,136.2s,0.08492,0.1553,0.1200,0.26,0.13,34.6
413,80.30%,137.6s,0.08218,0.2864,0.3862,0.32,0.68,38.3
414,81.69%,136.4s,0.00131,0.1354,0.4104,0.34,3.39,21.9
415,81.11%,141.5s,0.01290,0.2085,0.4742,0.26,0.30,17.2
416,82.46%,118.2s,0.02691,0.0893,0.2512,0.27,2.62,11.7
417,76.55%,92.6s,0.00132,0.2543,0.1150,0.50,0.45,16.4
418,80.20%,95.6s,0.00297,0.1477,0.0800,0.33,3.84,43.5
419,81.32%,87.0s,0.00302,0.0511,0.2901,0.50,0.56,9.4
420,73.90%,90.6s,0.00522,0.0788,0.2499,0.48,0.18,38.8
421,86.97%,90.6s,0.05235,0.1159,0.2603,0.43,2.09,46.8
422,77.84%,98.1s,0.00225,0.2555,0.4517,0.25,0.11,47.0
423,76.20%,95.8s,0.00219,0.0521,0.1259,0.30,0.17,44.2
424,78.93%,95.6s,0.03317,0.1395,0.1952,0.25,1.48,6.8
425,80.04%,96.7s,0.02514,0.0756,0.2328,0.24,0.23,35.7
426,83.13%,87.3s,0.01224,0.0769,0.4678,0.49,1.85,26.8
427,80.91%,100.1s,0.00301,0.1737,0.0293,0.22,0.53,15.6
428,82.69%,93.1s,0.00633,0.2072,0.3628,0.42,6.31,24.3
429,75.70%,87.3s,0.00496,0.2100,0.3689,0.49,4.90,47.2
430,83.78%,95.8s,0.00419,0.1143,0.0652,0.33,0.53,21.4
431,82.04%,94.7s,0.00130,0.2249,0.1238,0.40,0.50,17.3
432,84.86%,90.3s,0.00975,0.1924,0.3650,0.46,0.57,6.7
433,83.39%,95.9s,0.05547,0.1568,0.2896,0.33,2.43,20.7
434,63.44%,100.4s,0.00139,0.1759,0.1896,0.46,0.13,37.1
435,79.26%,112.7s,0.00175,0.1158,0.0615,0.24,0.23,29.3
436,81.98%,93.1s,0.00666,0.0728,0.2669,0.37,0.33,40.3
437,83.47%,96.1s,0.00932,0.0935,0.0433,0.30,0.53,26.0
438,85.86%,89.1s,0.02246,0.0641,0.4092,0.48,0.83,31.0
439,85.10%,93.8s,0.01603,0.1026,0.4660,0.40,1.96,47.7
440,78.56%,103.2s,0.02332,0.2646,0.3867,0.23,5.65,26.4
441,83.22%,113.0s,0.01841,0.1553,0.0330,0.29,1.97,43.8
442,83.69%,101.4s,0.00537,0.2777,0.1881,0.38,1.10,17.0
443,83.41%,91.5s,0.06943,0.0553,0.1285,0.34,2.51,39.9
444,79.66%,95.6s,0.08467,0.1696,0.3212,0.31,1.51,15.7
445,83.43%,88.6s,0.00204,0.0649,0.2399,0.45,1.01,9.5
446,81.87%,91.7s,0.00853,0.1585,0.0948,0.48,0.20,16.6
447,86.64%,91.4s,0.05595,0.2624,0.1201,0.41,3.16,49.9
448,82.13%,98.6s,0.01184,0.1638,0.1881,0.26,1.04,36.9
449,82.97%,92.2s,0.00657,0.0559,0.2898,0.34,0.80,43.7
450,82.27%,96.6s,0.00953,0.0943,0.1227,0.26,0.54,49.1
451,82.99%,93.5s,0.00271,0.1998,0.3442,0.41,0.52,14.8
452,83.62%,96.6s,0.04805,0.2377,0.2597,0.32,1.82,25.6
453,81.63%,99.3s,0.01093,0.2988,0.4343,0.24,2.11,14.9
454,80.81%,93.2s,0.00427,0.1920,0.0593,0.43,4.11,35.3
455,80.95%,99.0s,0.01020,0.1461,0.4117,0.23,1.97,41.1
456,83.34%,97.5s,0.01726,0.1623,0.4643,0.30,1.31,21.3
457,85.55%,94.1s,0.02022,0.1291,0.4616,0.35,0.28,48.9
458,80.53%,92.8s,0.00328,0.2915,0.2970,0.45,1.32,31.5
459,84.43%,94.3s,0.03306,0.1067,0.2330,0.32,0.35,10.2
460,64.62%,104.5s,0.06952,0.2826,0.2549,0.20,0.29,34.9
461,82.33%,97.1s,0.00456,0.1847,0.1694,0.31,1.56,34.6
462,81.26%,96.8s,0.00140,0.0918,0.0736,0.21,3.02,13.7
463,79.06%,99.7s,0.01488,0.2699,0.2702,0.21,0.99,46.1
464,81.69%,92.2s,0.00748,0.1709,0.0448,0.43,6.97,34.7
465,73.19%,92.3s,0.00342,0.2029,0.1593,0.50,5.76,49.4
466,83.59%,90.5s,0.01357,0.2706,0.4397,0.47,0.11,15.8
467,83.66%,86.4s,0.02052,0.0514,0.3261,0.48,0.16,26.2
468,84.81%,87.4s,0.01880,0.2003,0.3226,0.48,8.94,47.1
469,79.10%,94.8s,0.05268,0.0700,0.3534,0.27,2.89,30.4
470,81.35%,97.8s,0.02933,0.1622,0.3846,0.27,7.62,33.0
471,82.85%,90.5s,0.01317,0.2941,0.2413,0.48,0.34,50.0
472,82.16%,89.8s,0.00427,0.0795,0.0792,0.33,1.15,10.0
473,84.42%,87.4s,0.01956,0.0894,0.1539,0.48,2.12,34.3
474,82.79%,95.1s,0.00836,0.1785,0.1790,0.26,3.95,46.3
475,86.66%,89.3s,0.02978,0.1425,0.1967,0.44,1.81,38.4
476,84.88%,92.5s,0.01533,0.2598,0.2752,0.34,1.01,33.7
477,84.93%,94.2s,0.01434,0.2244,0.3216,0.36,0.94,12.1
478,87.93%,86.1s,0.03480,0.0961,0.3207,0.48,0.54,16.0
479,82.61%,96.2s,0.00124,0.1043,0.3198,0.28,3.31,12.1
480,86.12%,90.3s,0.03392,0.2351,0.4410,0.45,0.14,42.2
481,82.03%,95.6s,0.00439,0.2092,0.4325,0.29,0.32,26.3
482,80.21%,106.6s,0.02085,0.2143,0.4690,0.24,0.15,46.1
483,84.49%,99.9s,0.01067,0.2660,0.0261,0.44,7.60,17.8
484,83.95%,102.1s,0.00616,0.1383,0.4716,0.46,4.32,12.3
485,84.89%,107.7s,0.01593,0.0933,0.3616,0.38,0.72,47.1
486,80.49%,92.8s,0.00703,0.2950,0.0276,0.49,6.47,33.6
487,80.56%,100.4s,0.01602,0.2030,0.0569,0.23,2.79,27.5
488,83.25%,93.0s,0.00877,0.2301,0.1220,0.37,0.84,44.0
489,82.52%,94.2s,0.01003,0.1687,0.1064,0.41,4.74,46.6
490,81.99%,94.7s,0.00376,0.2959,0.1366,0.32,5.31,46.2
491,82.23%,90.4s,0.00357,0.0871,0.1142,0.44,1.76,18.1
492,71.16%,90.8s,0.00120,0.0809,0.1579,0.46,0.29,19.2
493,84.79%,97.0s,0.01163,0.2014,0.2633,0.34,0.40,13.3
494,86.93%,89.7s,0.03443,0.2733,0.1096,0.50,3.53,25.5
495,76.31%,101.6s,0.05767,0.2897,0.3699,0.26,2.79,38.5
496,82.32%,93.1s,0.00223,0.2686,0.4891,0.45,0.44,11.6
497,85.90%,93.2s,0.02893,0.2344,0.3409,0.43,0.31,49.5
498,85.67%,94.0s,0.03885,0.1307,0.2472,0.38,0.19,49.7
499,76.69%,97.9s,0.00282,0.0788,0.4270,0.30,0.11,49.0
500,82.93%,96.5s,0.07005,0.2543,0.0663,0.34,0.16,41.8
501,73.67%,102.2s,0.03573,0.1949,0.1837,0.21,2.68,32.6
502,87.47%,89.8s,0.04674,0.1268,0.4782,0.46,0.81,32.0
503,81.84%,100.2s,0.00446,0.2049,0.1243,0.26,1.29,25.5
504,78.43%,96.7s,0.01498,0.0575,0.4416,0.22,0.20,44.3
505,77.93%,96.9s,0.00108,0.1536,0.3297,0.30,0.17,21.1
506,82.89%,99.4s,0.01262,0.1826,0.4536,0.27,1.91,21.8
507,78.13%,100.1s,0.05661,0.2040,0.3211,0.28,2.14,7.2
508,86.14%,90.9s,0.07195,0.0764,0.0187,0.39,0.34,5.8
509,84.23%,106.8s,0.00221,0.1551,0.0172,0.44,2.68,10.9
510,77.97%,102.1s,0.03314,0.1978,0.3287,0.24,0.32,14.7
511,86.50%,91.4s,0.06675,0.2168,0.3569,0.39,1.11,34.2
512,73.70%,99.9s,0.09506,0.1569,0.3313,0.27,2.49,32.3
513,78.78%,96.7s,0.01582,0.0800,0.4611,0.20,5.48,34.3
514,84.88%,93.0s,0.01615,0.0950,0.1472,0.35,5.65,31.6
515,80.50%,99.2s,0.00322,0.2198,0.4307,0.21,7.85,40.2
516,81.10%,92.8s,0.00398,0.0664,0.3623,0.34,7.65,39.3
517,80.29%,96.5s,0.07413,0.1596,0.4117,0.31,0.47,9.8
518,83.10%,108.3s,0.09947,0.0549,0.3658,0.36,0.19,40.0
519,80.55%,141.3s,0.01393,0.2738,0.0358,0.23,0.50,14.2
520,74.43%,127.8s,0.00195,0.0978,0.3367,0.47,1.58,38.4
521,86.03%,121.2s,0.03114,0.0543,0.1132,0.42,0.54,29.0
522,84.05%,135.1s,0.03732,0.2726,0.4204,0.33,2.30,45.3
523,81.68%,125.0s,0.01065,0.1828,0.2638,0.48,1.97,47.4
524,83.86%,107.7s,0.00905,0.2534,0.0067,0.35,2.04,11.9
525,87.85%,88.1s,0.05793,0.1248,0.1540,0.47,2.36,18.6
526,84.49%,90.0s,0.01190,0.0879,0.2579,0.33,1.29,22.0
527,71.17%,100.5s,0.06291,0.2342,0.1640,0.23,2.71,42.6
528,84.57%,87.5s,0.01392,0.0670,0.1666,0.44,0.14,13.0
529,74.85%,92.9s,0.00180,0.1061,0.4341,0.44,0.16,21.8
530,75.09%,90.8s,0.00162,0.1834,0.1042,0.45,1.27,39.4
531,82.59%,92.4s,0.00913,0.0614,0.2463,0.23,1.66,9.1
532,84.02%,91.6s,0.01414,0.2392,0.2374,0.32,4.98,45.0
533,80.51%,93.7s,0.02113,0.0710,0.0301,0.25,0.70,28.2
534,84.21%,87.0s,0.00314,0.1408,0.2991,0.46,2.60,7.9
535,79.32%,92.1s,0.00216,0.0984,0.1555,0.41,0.46,27.1
536,82.84%,91.1s,0.00352,0.1263,0.3712,0.42,2.85,19.7
537,86.75%,91.2s,0.05868,0.1870,0.1342,0.41,9.98,29.6
538,84.56%,90.7s,0.01074,0.1795,0.1254,0.43,2.11,19.6
539,79.61%,90.7s,0.00321,0.1184,0.1013,0.47,8.80,29.1
540,85.93%,90.3s,0.01918,0.2643,0.1662,0.44,8.10,36.4
541,77.47%,96.9s,0.00109,0.2850,0.2778,0.22,5.39,28.2
542,81.45%,94.2s,0.03045,0.0624,0.1702,0.27,0.69,40.0
543,84.83%,90.5s,0.02926,0.1288,0.2902,0.36,4.55,42.1
544,80.28%,88.7s,0.00783,0.0680,0.0916,0.47,0.25,27.3
545,83.14%,95.9s,0.00191,0.2718,0.2176,0.26,2.40,8.5
546,82.40%,90.8s,0.00470,0.1801,0.4929,0.45,0.53,12.7
547,83.51%,93.7s,0.00293,0.2546,0.0704,0.34,0.57,9.4
548,80.24%,90.0s,0.00649,0.1957,0.1037,0.49,3.16,38.5
549,76.64%,92.1s,0.00220,0.0686,0.2207,0.29,0.12,38.4
550,85.78%,88.1s,0.02587,0.1351,0.0761,0.49,0.38,30.2
551,86.22%,89.4s,0.03763,0.2891,0.2013,0.38,0.20,27.0
552,83.33%,87.8s,0.00787,0.0662,0.0932,0.44,9.02,23.7
553,82.71%,89.2s,0.00912,0.2536,0.3793,0.46,0.96,25.8
554,79.45%,99.1s,0.00174,0.1620,0.3834,0.29,0.94,41.8
555,77.15%,95.8s,0.06343,0.1844,0.4628,0.27,0.26,35.8
556,77.94%,97.2s,0.00154,0.2298,0.1268,0.35,9.32,44.3
557,86.05%,90.8s,0.02223,0.1438,0.3862,0.43,1.86,32.5
558,77.32%,97.8s,0.00119,0.0898,0.1237,0.22,2.99,39.4
559,78.66%,89.8s,0.00709,0.0955,0.4313,0.47,0.28,34.5
560,78.24%,94.2s,0.00183,0.0606,0.3580,0.33,1.35,46.2
561,86.07%,89.6s,0.01898,0.1761,0.0216,0.38,0.14,12.3
562,81.49%,99.6s,0.00527,0.2774,0.0971,0.25,5.48,13.2
563,81.54%,93.2s,0.00351,0.2653,0.2315,0.34,0.13,13.1
564,87.54%,89.9s,0.04029,0.1230,0.3218,0.44,0.18,18.1
565,84.16%,95.4s,0.07354,0.2393,0.0903,0.36,1.51,43.6
566,84.95%,90.8s,0.01690,0.0940,0.1863,0.42,4.34,35.9
567,82.17%,97.0s,0.06501,0.2147,0.0132,0.33,5.15,37.5
568,81.22%,93.7s,0.00564,0.0709,0.1915,0.35,0.19,24.7
569,82.71%,97.8s,0.01643,0.1205,0.1652,0.26,1.72,48.3
570,85.77%,90.9s,0.01769,0.1061,0.2390,0.41,1.67,30.5
571,76.74%,95.6s,0.09195,0.2690,0.2916,0.30,1.03,44.3
572,79.24%,99.8s,0.00223,0.1814,0.2245,0.26,0.88,41.2
573,77.76%,96.4s,0.02643,0.2159,0.2683,0.22,0.27,48.0
574,81.91%,96.7s,0.02965,0.1278,0.4770,0.28,0.15,18.5
575,84.38%,91.8s,0.09853,0.2407,0.0566,0.39,3.48,45.0
576,83.38%,99.8s,0.04426,0.2308,0.0775,0.32,0.38,21.6
577,87.29%,90.7s,0.03265,0.2390,0.4061,0.43,0.15,13.9
578,82.69%,98.1s,0.01478,0.2767,0.4341,0.28,0.76,6.2
579,87.62%,88.3s,0.08257,0.2550,0.1315,0.46,1.11,38.2
580,86.78%,88.8s,0.02168,0.2044,0.4827,0.48,0.70,9.4
581,80.59%,94.9s,0.00181,0.0709,0.0424,0.32,3.32,34.9
582,71.12%,101.6s,0.06505,0.1809,0.0422,0.23,2.00,47.5
583,78.69%,94.0s,0.00420,0.2270,0.3046,0.43,0.67,45.7
584,78.72%,90.1s,0.00306,0.0853,0.3051,0.40,0.71,40.8
585,73.93%,100.7s,0.08223,0.1817,0.0257,0.26,8.55,13.2
586,79.53%,93.8s,0.00256,0.1041,0.2216,0.29,0.29,48.9
587,83.90%,93.7s,0.07119,0.1428,0.1864,0.35,1.18,6.4
588,84.12%,92.6s,0.03285,0.1744,0.2433,0.32,7.10,7.5
589,81.42%,97.0s,0.00851,0.0889,0.4921,0.25,5.63,46.7
590,79.99%,95.3s,0.02497,0.0669,0.1197,0.24,1.58,40.2
591,86.54%,90.2s,0.05983,0.0977,0.1170,0.41,3.67,15.6
592,81.79%,95.1s,0.00299,0.0890,0.2713,0.32,0.57,25.8
593,83.33%,95.4s,0.08337,0.2597,0.1766,0.35,6.86,36.7
594,84.59%,91.2s,0.01493,0.2001,0.3161,0.39,0.25,37.0
595,76.44%,100.4s,0.00138,0.2642,0.2043,0.29,0.15,38.1
596,82.42%,111.3s,0.00406,0.2588,0.4319,0.28,0.36,22.6
597,76.10%,104.6s,0.00185,0.1946,0.4002,0.39,0.47,44.6
598,81.20%,91.4s,0.00223,0.1768,0.1511,0.47,2.90,24.5
599,80.12%,95.4s,0.01240,0.2195,0.4978,0.22,0.52,13.6
600,83.29%,89.0s,0.01103,0.1195,0.4164,0.48,4.44,30.3
601,86.19%,85.7s,0.02211,0.1438,0.2669,0.44,3.72,26.1
602,79.65%,90.0s,0.00582,0.2734,0.4605,0.50,1.32,33.9
603,80.98%,92.3s,0.00394,0.1631,0.2129,0.36,0.29,38.9
604,76.40%,97.8s,0.04015,0.1058,0.1556,0.23,0.30,29.6
605,86.24%,91.6s,0.04006,0.1612,0.0329,0.40,9.20,46.6
606,80.50%,97.6s,0.04866,0.2592,0.4380,0.29,0.16,23.3
607,78.43%,98.9s,0.04073,0.1764,0.4452,0.25,8.99,17.8
608,85.41%,90.4s,0.00313,0.2022,0.4480,0.44,5.13,6.5
609,79.04%,92.1s,0.00803,0.0853,0.4605,0.43,0.16,49.0
610,85.98%,91.7s,0.04142,0.2464,0.1620,0.41,5.02,34.3
611,74.15%,93.7s,0.00204,0.1006,0.0757,0.43,1.66,47.4
612,84.59%,93.4s,0.06598,0.1315,0.0210,0.36,3.85,37.5
613,79.84%,98.0s,0.00397,0.1067,0.3333,0.20,0.16,17.9
614,81.41%,95.2s,0.00943,0.0682,0.1728,0.26,0.42,41.0
615,84.06%,96.6s,0.00711,0.1644,0.3204,0.38,2.12,13.2
616,87.40%,90.3s,0.06187,0.2051,0.4278,0.44,0.10,34.1
617,82.41%,99.1s,0.00622,0.2287,0.1815,0.24,3.73,43.0
618,83.35%,96.0s,0.00785,0.1444,0.4736,0.32,1.58,19.9
619,84.33%,94.3s,0.05405,0.2420,0.2406,0.36,0.13,34.5
620,81.81%,95.2s,0.06252,0.1029,0.0836,0.31,4.67,14.8
621,63.51%,100.2s,0.08558,0.2535,0.2393,0.21,0.26,21.0
622,81.97%,93.2s,0.00246,0.0657,0.1194,0.32,5.14,23.5
623,83.23%,83.6s,0.00322,0.0599,0.4827,0.45,9.97,18.1
624,84.54%,91.6s,0.01394,0.0610,0.1085,0.34,0.46,38.4
625,82.85%,92.9s,0.00369,0.2526,0.2919,0.40,1.92,7.5
626,82.77%,94.8s,0.00749,0.1510,0.0367,0.38,5.64,35.6
627,70.36%,93.7s,0.00181,0.2534,0.2721,0.49,0.13,27.5
628,65.80%,99.0s,0.07972,0.0627,0.3313,0.21,0.12,49.3
629,83.02%,98.6s,0.00173,0.1844,0.2550,0.27,1.88,15.6
630,79.92%,96.4s,0.08668,0.1266,0.1995,0.31,1.77,16.6
631,83.47%,114.2s,0.01841,0.0683,0.0877,0.50,0.39,38.7
632,84.45%,114.3s,0.01927,0.2087,0.2694,0.32,0.65,7.0
633,81.47%,99.0s,0.00453,0.1927,0.2114,0.45,2.29,29.5
634,80.68%,99.7s,0.00607,0.1855,0.1084,0.25,0.16,39.6
635,85.09%,89.3s,0.08995,0.0679,0.2255,0.39,1.48,18.5
636,75.69%,95.3s,0.00140,0.1322,0.1980,0.35,0.35,45.1
637,79.57%,99.7s,0.01056,0.1746,0.1656,0.21,0.66,21.5
638,84.67%,89.5s,0.02339,0.2342,0.0674,0.50,8.15,47.0
639,83.03%,97.9s,0.03431,0.2301,0.2745,0.29,1.48,21.0
640,83.23%,99.5s,0.01007,0.2610,0.0023,0.29,2.18,8.7
641,81.18%,98.0s,0.00219,0.1291,0.1489,0.33,1.52,31.1
642,86.52%,87.7s,0.03159,0.0977,0.3608,0.40,0.40,33.5
643,86.76%,92.5s,0.05277,0.1518,0.3571,0.40,0.81,20.2
644,75.84%,94.9s,0.00160,0.1875,0.2918,0.46,0.14,19.2
645,79.26%,97.4s,0.00247,0.0640,0.1195,0.23,8.79,42.7
646,82.93%,99.1s,0.00485,0.1248,0.2778,0.24,5.68,18.6
647,81.88%,99.2s,0.01474,0.1351,0.2087,0.26,0.62,39.0
648,81.88%,96.3s,0.09947,0.2848,0.4495,0.35,0.58,34.7
649,87.34%,89.9s,0.03539,0.1248,0.0949,0.46,0.31,32.2
650,80.31%,96.4s,0.03713,0.2730,0.1936,0.27,1.06,25.0
651,82.59%,95.6s,0.00531,0.2580,0.4031,0.38,5.62,22.2
652,77.07%,91.7s,0.00309,0.2532,0.4274,0.49,0.42,35.0
653,73.90%,102.4s,0.00104,0.2117,0.1921,0.24,6.33,48.7
654,82.49%,90.3s,0.00332,0.1868,0.4389,0.44,1.25,17.2
655,67.78%,103.4s,0.08075,0.1722,0.1494,0.23,2.05,28.2
656,86.44%,93.3s,0.06896,0.2840,0.4934,0.40,0.14,7.9
657,82.78%,96.9s,0.00268,0.1355,0.1052,0.35,1.29,21.3
658,79.95%,99.6s,0.00147,0.1087,0.4899,0.21,1.07,19.4
659,82.68%,94.2s,0.00107,0.1001,0.0748,0.39,7.50,17.1
660,87.25%,89.7s,0.05627,0.2079,0.2223,0.40,0.62,29.4
661,80.80%,94.5s,0.00698,0.1585,0.4920,0.43,0.24,37.0
662,81.29%,90.3s,0.00413,0.2590,0.3452,0.46,0.47,15.8
663,82.46%,99.2s,0.00478,0.2467,0.2765,0.30,0.17,25.2
664,82.89%,93.7s,0.00752,0.1086,0.3612,0.31,0.97,42.6
665,82.56%,99.9s,0.00317,0.2738,0.3080,0.27,0.18,19.0
666,81.20%,98.4s,0.00924,0.0920,0.3621,0.22,0.13,13.9
667,67.61%,103.5s,0.06070,0.1593,0.0867,0.20,5.92,6.2
668,87.38%,91.1s,0.03764,0.1686,0.3291,0.44,0.12,14.4
669,81.56%,100.3s,0.00132,0.1510,0.0728,0.25,3.30,20.3
670,81.46%,93.9s,0.00657,0.1145,0.2295,0.41,7.57,45.7
671,83.59%,96.5s,0.00655,0.2504,0.3363,0.30,0.13,21.8
672,70.85%,116.4s,0.04571,0.1838,0.0168,0.20,6.10,49.5
673,75.65%,94.2s,0.00402,0.2887,0.2840,0.44,0.12,43.5
674,81.84%,92.4s,0.00767,0.2878,0.4731,0.44,2.84,45.9
675,81.06%,99.3s,0.01032,0.1908,0.3994,0.24,8.14,19.5
676,83.54%,94.1s,0.00201,0.0660,0.4009,0.29,5.15,5.4
677,84.77%,95.2s,0.01972,0.2921,0.4925,0.37,0.18,39.6
678,83.60%,95.0s,0.00201,0.2831,0.2849,0.31,4.28,8.0
679,77.13%,90.8s,0.00270,0.0586,0.2927,0.43,1.43,40.0
680,81.35%,95.2s,0.00305,0.1413,0.4050,0.22,0.93,23.4
681,73.39%,101.7s,0.03896,0.1641,0.3464,0.21,0.17,36.1
682,81.69%,98.9s,0.00535,0.1574,0.1376,0.32,0.70,29.5
683,86.25%,101.0s,0.01950,0.1081,0.2618,0.42,0.22,20.4
684,80.02%,113.9s,0.01232,0.1811,0.4910,0.22,1.45,29.4
685,67.87%,96.3s,0.00127,0.1403,0.3947,0.36,0.13,45.6
686,83.93%,93.5s,0.00468,0.2050,0.2759,0.40,0.34,6.6
687,78.98%,96.9s,0.00847,0.2400,0.0851,0.20,0.66,39.9
688,79.51%,95.3s,0.00327,0.1628,0.0304,0.39,0.17,27.1
689,76.04%,91.8s,0.00207,0.0887,0.0595,0.37,0.29,44.4
690,79.41%,97.5s,0.00234,0.2657,0.4495,0.36,1.40,42.0
691,83.58%,93.0s,0.01292,0.1767,0.3502,0.31,5.53,11.2
692,80.83%,100.5s,0.00669,0.2908,0.1571,0.38,0.43,42.1
693,82.13%,111.7s,0.00127,0.2190,0.0344,0.34,0.21,10.7
694,81.84%,123.8s,0.00493,0.2383,0.4123,0.27,7.48,45.3
695,78.09%,93.3s,0.00472,0.1919,0.4527,0.47,9.46,43.1
696,81.43%,98.6s,0.00531,0.1466,0.2426,0.30,3.40,49.9
697,82.94%,91.2s,0.09973,0.0656,0.2267,0.36,4.78,34.5
698,80.71%,88.4s,0.00180,0.0548,0.3134,0.38,1.07,25.3
